Material;Centro;Tipo de avaliação;Texto breve de material;Última modificação;Tipo de material;Grupo de mercadorias;Unid.medida básica;Grupo de compradores;Código ABC;Tipo de MRP;Classe de avaliação;Controle de preço;Preço;Moeda;Unidade preço;Criado por;Centro Origem
50032132;D050;;GRAMPEADOR METAL 12FLS;12/05/2020;ZDLA;MAT ESCR;UN;025;;;7002;V;0,00;BRL;1;F45285747805;D474
50032133;D050;;QUADRO BRANCO MAGNETICO 120X90;18/05/2020;ZDLA;MAT ESCR;UN;025;;;7002;V;0,00;BRL;1;F45285747805;D474
50032134;D050;;CARTUCHO TINTA HP122 CH561H PRETO;03/01/2020;ZDLA;MAT ESCR;UN;025;;;7002;V;0,00;BRL;1;F45285747805;D474
50032135;D050;;CARTUCHO TINTA HP122 CH562H COLOR;03/01/2020;ZDLA;MAT ESCR;UN;025;;;7002;V;0,00;BRL;1;F45285747805;D474
50032136;D050;;TONER P/IMPR. BROTHER DR620;30/04/2020;ZDLA;MAT ESCR;UN;025;;;7002;V;0,00;BRL;1;F45285747805;D474
50032137;D050;;TONER P/IMPR. BROTHER TN650;14/05/2020;ZDLA;MAT ESCR;UN;025;;;7002;V;0,00;BRL;1;F45285747805;D474
50032138;D050;;ORGANIZADOR DE CABOS ESPIRAL 1/2 PRETO;04/05/2020;ZDLA;MAT ESCR;UN;025;;;7002;V;0,00;BRL;1;F45285747805;D474
50032139;D050;;CAIXA CORRESPONDENCIA MOVEL TRIPLO FUME;03/01/2020;ZDLA;MAT ESCR;UN;025;;;7002;V;0,00;BRL;1;F45285747805;D474
50032140;D050;;CAIXA ORGANIZADORA SANREMO 26,5L CRISTAL;03/01/2020;ZDLA;MAT ESCR;UN;025;;;7002;V;0,00;BRL;1;F45285747805;D474
50032141;D050;;ADAPTADOR DE TOMADA 3 SAIDAS 2P 10A/250V;20/04/2020;ZDLA;MAT ESCR;UN;025;;;7002;V;0,00;BRL;1;F45285747805;D474
50032142;D050;;RODO CABO DE MADEIRA 40CM;03/01/2020;ZDLA;MAT ESCR;UN;025;;;7002;V;0,00;BRL;1;F45285747805;D474
50032143;D050;;CAIXA CORRESP. DUPLO MOVEL ACR. CRISTAL;18/05/2020;ZDLA;MAT ESCR;UN;025;;;7002;V;0,00;BRL;1;F45285747805;D474
50032144;D050;;PRANCHETA EM ACRILICO CRISTAL;18/05/2020;ZDLA;MAT ESCR;UN;025;;;7002;V;0,00;BRL;1;F45285747805;D474
50032145;D050;;CAIXA CORRESPONDENCIA ACRILICO CRISTAL;20/04/2020;ZDLA;MAT ESCR;UN;025;;;7002;V;0,00;BRL;1;F45285747805;D474
50032146;D050;;PORTA LAPIS / LEMBRETES /CLIPS CRISTAL;21/05/2020;ZDLA;MAT ESCR;UN;025;;;7002;V;0,00;BRL;1;F45285747805;D474
50032147;D050;;LAPISEIRA 0,7MM AZUL MAXPRINT;03/01/2020;ZDLA;MAT ESCR;UN;025;;;7002;V;0,00;BRL;1;F45285747805;D474
50032148;D050;;CADEADO 20MM;03/01/2020;ZDLA;MAT ESCR;UN;025;;;7002;V;0,00;BRL;1;F45285747805;D474
50032149;D050;;CARTUCHO DE TINTA CN052AL AMARE HP;05/03/2020;ZDLA;MAT ESCR;UN;025;;;7002;V;0,00;BRL;1;F45285747805;D474
50032150;D050;;CARTUCHO DE TINTA CN051AL MAGENT HP;03/01/2020;ZDLA;MAT ESCR;UN;025;;;7002;V;0,00;BRL;1;F45285747805;D474
50032151;D050;;CARTUCHO DE TINTA CN049AL PRETO HP;03/01/2020;ZDLA;MAT ESCR;UN;025;;;7002;V;0,00;BRL;1;F45285747805;D474
50032152;D050;;BATERIA ALCALINA 9V  ELGIN;12/05/2020;ZDLA;MAT ESCR;UN;025;;;7002;V;0,00;BRL;1;F45285747805;D474
50032153;D050;;CARTUCHO DE TINTA CN050AL CIANO HP;03/01/2020;ZDLA;MAT ESCR;UN;025;;;7002;V;0,00;BRL;1;F45285747805;D474
50032154;D050;;CARTUCHO DE TINTA104A TRICOLOR HP;03/01/2020;ZDLA;MAT ESCR;UN;025;;;7002;V;0,00;BRL;1;F45285747805;D474
50032155;D050;;RELOGIO DE PAREDE ANALOGICO;03/01/2020;ZDLA;OBRAS;UN;025;;;7002;V;0,00;BRL;1;F45285747805;D474
50032156;D050;;PEN DRIVE 32 GB  SAN DISK;03/01/2020;ZDLA;MAT ESCR;UN;025;;;7002;V;0,00;BRL;1;F45285747805;D474
50032157;D050;;APOIO P/ PUNHO MOUSE GEL PRETO;30/04/2020;ZDLA;MAT ESCR;UN;025;;;7002;V;0,00;BRL;1;F45285747805;D474
50032158;D050;;BLOCO ADESIVO 76X102MM AZUL;15/08/2019;ZDLA;MAT ESCR;UN;025;;;7002;V;0,00;BRL;1;F45285747805;D474
50032159;D050;;TESOURA MULTIUSO 21 CM;16/08/2019;ZDLA;MAT ESCR;UN;025;;;7002;V;0,00;BRL;1;F45285747805;D474
50032160;D050;;FILTRO DE LINHA ELGIN 4 TOMADAS;21/05/2020;ZDLA;MAT ESCR;UN;025;;;7002;V;0,00;BRL;1;F45285747805;D474
50032161;D050;;VENTILADOR DE MESA VENTISOL 30CM 220V;16/08/2019;ZDLA;MAT ESCR;UN;025;;;7002;V;0,00;BRL;1;F45285747805;D474
50032162;D050;;CALCULADORA DE MESA 12 DIG ELGIN;17/04/2020;ZDLA;MAT ESCR;UN;025;;;7002;V;0,00;BRL;1;F45285747805;D474
50032163;D050;;FITA PARA ROTULADOR  BROTHER TZE 231;12/03/2020;ZDLA;MAT ESCR;UN;025;;;7002;V;0,00;BRL;1;F45285747805;D474
50032164;D050;;LIXEIRA BRANCA C/ PEDAL 36L SANREMO;03/01/2020;ZDLA;MAT ESCR;UN;025;;;7002;V;0,00;BRL;1;F45285747805;D474
50032165;D050;;LIXEIRA INOX C/ PEDAL 12L;04/03/2020;ZDLA;OBRAS;UN;025;;;7000;V;0,00;BRL;1;F45285747805;D474
50032166;D050;;APOIO PARA OS PES  REF 860;05/03/2020;ZDLA;MAT ESCR;UN;025;;;7002;V;0,00;BRL;1;F45285747805;D474
50032167;D050;;APONTADOR COM DEPOSITO;03/01/2020;ZDLA;MAT ESCR;UN;025;;;7002;V;0,00;BRL;1;F45285747805;D474
50032168;D050;;PASTA CATALOGO 100UN PLASTICOS;05/03/2020;ZDLA;MAT ESCR;UN;025;;;7002;V;0,00;BRL;1;F45285747805;D474
50032169;D050;;ENVELOPE VAIVEM ILHOS 250X353;05/05/2020;ZDLA;MAT ESCR;UN;025;;;7002;V;0,00;BRL;1;F45285747805;D474
50032170;D050;;DISPENSER DE COPOS BRANCO MULTICOPO;28/04/2020;ZDLA;MAT ESCR;UN;025;;;7002;V;0,00;BRL;1;F45285747805;D474
50032171;D050;;PASTA FICHARIO ACP 2 ARGOLAS 40MM PRETA;30/03/2020;ZDLA;MAT ESCR;UN;025;;;7002;V;0,00;BRL;1;F45285747805;D474
50032172;D050;;GRAFITE 0,7MM COM 12UN;03/01/2020;ZDLA;MAT ESCR;UN;025;;;7002;V;0,00;BRL;1;F45285747805;D474
50032173;D050;;DISPLAY ACRILICO CRISTAL A4 ADESIVO;17/04/2020;ZDLA;MAT ESCR;UN;025;;;7002;V;0,00;BRL;1;F45285747805;D474
50032174;D050;;PASTA P/CANALETA REF.1036 OF. CRISTAL;03/01/2020;ZDLA;MAT ESCR;UN;025;;;7002;V;0,00;BRL;1;F45285747805;D474
50032175;D050;;INSETICIDA AEROSOL 300ML RAID;15/08/2019;ZDLA;MAT ESCR;UN;025;;;7000;V;0,00;BRL;1;F45285747805;D474
50032176;D050;;FITA ADESIVA DP FACE ESPUMA 19X10M FIXA;12/05/2020;ZDLA;MAT ESCR;UN;025;;;7002;V;0,00;BRL;1;F45285747805;D474
50032177;D050;;TESOURA OFFICE BRW USO GERAL 17 CM;17/04/2020;ZDLA;MAT ESCR;UN;025;;;7002;V;0,00;BRL;1;F45285747805;D474
50032178;D050;;CANETA ESF. AZUL COMPACTOR ECONOMIC;18/05/2020;ZDLA;MAT ESCR;UN;025;;;7002;V;0,00;BRL;1;F45285747805;D474
50032179;D050;;CANETA ESF. PRETA COMPACTOR ECONOMIC;20/04/2020;ZDLA;MAT ESCR;UN;025;;;7002;V;0,00;BRL;1;F45285747805;D474
50032180;D050;;CANETA ESF. VERMELHA COMPACTOR ECONOMIC;20/04/2020;ZDLA;MAT ESCR;UN;025;;;7002;V;0,00;BRL;1;F45285747805;D474
50032181;D050;;CADERNO BROCHURA CD 1/4 96F IND AZUL;03/01/2020;ZDLA;MAT ESCR;UN;025;;;7002;V;0,00;BRL;1;F45285747805;D474
50032182;D050;;TECLADO USB MAXPRINT;05/05/2020;ZDLA;MAT ESCR;UN;025;;;7002;V;0,00;BRL;1;F45285747805;D474
50032183;D050;;ACUCAREIRO INOX TRAMONTINA;03/01/2020;ZDLA;COPA;UN;025;;;7003;V;0,00;BRL;1;F45285747805;D474
50032184;D050;;BALDE 20L ALCA GALV. CORES DIVERSAS;03/01/2020;ZDLA;MAT ESCR;UN;025;;;7002;V;0,00;BRL;1;F45285747805;D474
50032185;D050;;PEN DRIVE 8 GB MAXPRINT;03/01/2020;ZDLA;MAT ESCR;UN;025;;;7002;V;0,00;BRL;1;F45285747805;D474
50032186;D050;;PEN DRIVE 16 GB  MAXPRINT;16/08/2019;ZDLA;MAT ESCR;UN;025;;;7002;V;0,00;BRL;1;F45285747805;D474
50032187;D050;;SUPORTE PARA MONITOR 3 GAVETAS SOUZA;03/01/2020;ZDLA;MAT ESCR;UN;025;;;7002;V;0,00;BRL;1;F45285747805;D474
50032188;D050;;TELEFONE PLENO PRETO INTELBRAS;15/08/2019;ZDLA;MAT ESCR;UN;025;;;7002;V;0,00;BRL;1;F45285747805;D474
50032189;D050;;TELEFONE S/ FIO TS40 PT  INTELBRAS;03/01/2020;ZDLA;MAT ESCR;UN;025;;;7002;V;0,00;BRL;1;F45285747805;D474
50032190;D050;;TELEFONE S/FIO 1UM INTELBRAS TS40IDPT;16/08/2019;ZDLA;MAT ESCR;UN;025;;;7002;V;0,00;BRL;1;F45285747805;D474
50032191;D050;;LIXEIRA PEDAL 50L PLAST BRANCA;22/04/2020;ZDLA;OBRAS;UN;012;;;7000;V;0,00;BRL;1;F45285747805;D474
50032192;D050;;DETERGENTE LAVA LOUCA 500ML GOTA LIMPA;28/04/2020;ZDLA;MAT ESCR;UN;025;;;7000;V;0,00;BRL;1;F45285747805;D474
50032193;D050;;APRESENT DE SLIDES S/ FIO MULTILASER;01/04/2020;ZDLA;MAT ESCR;UN;025;;;7002;V;0,00;BRL;1;F45285747805;D474
50032194;D050;;ESTILETE BICO DE PATO SN COM;03/01/2020;ZDLA;MAT ESCR;UN;025;;;7002;V;0,00;BRL;1;F45285747805;D474
50032195;D050;;DESODORIZADOR AMBIENTE LAVANDA 360ML;03/01/2020;ZDLA;MAT ESCR;UN;025;;;7000;V;0,00;BRL;1;F45285747805;D474
50032196;D050;;CANETA PERMANENTE 4.0 AZUL PILOT;03/01/2020;ZDLA;MAT ESCR;UN;025;;;7002;V;0,00;BRL;1;F45285747805;D474
50032197;D050;;AGENDA ANUAL 2019;03/01/2020;ZDLA;MAT ESCR;UN;025;;;7002;V;0,00;BRL;1;F45285747805;D474
50032198;D050;;PERFURADOR 30 FOLHAS;28/04/2020;ZDLA;MAT ESCR;UN;025;;;7002;V;0,00;BRL;1;F45285747805;D474
50032199;D050;;CAIXA ORGANIZADORA 6LITROS;18/05/2020;ZDLA;MAT ESCR;UN;025;;;7002;V;0,00;BRL;1;F45285747805;D474
50032200;D050;;CAFETEIRA INOX 30 TEMP 110V;03/01/2020;ZDLA;COPA;UN;025;;;7002;V;0,00;BRL;1;F45285747805;D474
50032201;D050;;DISPLAY MULTIUSO CRISTAL A3 DELLO;03/01/2020;ZDLA;MAT ESCR;UN;025;;;7002;V;0,00;BRL;1;F45285747805;D474
50032202;D050;;ARQUIVO MORTO OFICIO AMARELA 250X130X350;03/01/2020;ZDLA;MAT ESCR;UN;025;;;7002;V;0,00;BRL;1;F45285747805;D474
50032203;D050;;SUPORTE PARA CPU C/ RODINHAS;05/05/2020;ZDLA;MAT ESCR;UN;025;;;7002;V;0,00;BRL;1;F45285747805;D474
50032204;D050;;TONER P/IMPR. COMP. HP 505X/CF280X PRETO;15/08/2019;ZDLA;MAT ESCR;UN;025;;;7002;V;0,00;BRL;1;F45285747805;D474
50032205;D050;;TONER P/IMPR. COMP. HP CF226A PRETO;15/08/2019;ZDLA;MAT ESCR;UN;025;;;7002;V;0,00;BRL;1;F45285747805;D474
50032206;D050;;SABAO EM BARRA TRAD 400G CAMPEÃO;03/01/2020;ZDLA;MAT ESCR;UN;025;;;7000;V;0,00;BRL;1;F45285747805;D474
50032207;D050;;CDRW MAXPRINT 12X700MB / 80MIN;03/01/2020;ZDLA;MAT ESCR;UN;025;;;7002;V;0,00;BRL;1;F45285747805;D474
50032208;D050;;DVDRW 4X4,7GB 120MIN ID MAXPRINT;03/01/2020;ZDLA;MAT ESCR;UN;025;;;7002;V;0,00;BRL;1;F45285747805;D474
50032209;D050;;CARTUCHO HP Q5949X/7553X(HP1320/P2015)7K;03/01/2020;ZDLA;MAT ESCR;UN;025;;;7002;V;0,00;BRL;1;F45285747805;D474
50032210;D050;;CARTUCHO C4908AB 940XL CIANO  HP;03/01/2020;ZDLA;COPA;UN;015;;;7002;V;0,00;BRL;1;F45285747805;D474
50032211;D050;;CARTUCHO C4908AB 940XL AMARELO HP;16/08/2019;ZDLA;COPA;UN;015;;;7002;V;0,00;BRL;1;F45285747805;D474
50032212;D050;;LEITOR USB+CART MEMORIA 32GB MC173;01/04/2020;ZDLA;TI;UN;015;;;7002;V;0,00;BRL;1;F45285747805;D474
50032213;D050;;DVDR GRAVAVEL 16X 4,7 GB ELGIN;12/02/2020;ZDLA;COPA;UN;015;;;7002;V;0,00;BRL;1;F45285747805;D474
50032214;D050;;FITA MENNO MF1250 RIMA/OKI 182/380;03/01/2020;ZDLA;COPA;UN;015;;;7002;V;0,00;BRL;1;F45285747805;D474
50032215;D050;;FITA DE IMPRESSAO 52102001 OKIDATA PRETO;27/04/2020;ZDLA;COPA;UN;015;;;7002;V;0,00;BRL;1;F45285747805;D474
50032216;D050;;FITA P/ IMPRESSORA EPSON ERC 09/ERC 22UN;03/01/2020;ZDLA;MAT ESCR;UN;015;;;7002;V;0,00;BRL;1;F45285747805;D474
50032217;D050;;HD EXTERNO 1TB PRETO SEAGATE;05/08/2019;ZDLA;COPA;UN;015;;;7002;V;0,00;BRL;1;F45285747805;D474
50032218;D050;;LAPIS DERMATOGRAFICO AZUL MITSUBISHI;03/02/2020;ZDLA;COPA;UN;015;;;7002;V;0,00;BRL;1;F45285747805;D474
50032219;D050;;LAPIS DERMATOGRAFICO BRANCO MITSUBISHI;03/01/2020;ZDLA;COPA;UN;015;;;7002;V;0,00;BRL;1;F45285747805;D474
50032220;D050;;LAPIS DERMATOGRAFICO VERMELHO MITSUBISHI;02/04/2020;ZDLA;COPA;UN;015;;;7002;V;0,00;BRL;1;F45285747805;D474
50032221;D050;;LAPIS GRAFITE 6B 9000 FABER CASTELL;03/01/2020;ZDLA;MAT ESCR;UN;015;;;7002;V;0,00;BRL;1;F45285747805;D474
50032222;D050;;BOBINA FAX 216MMX30M AUTOPEL;03/01/2020;ZDLA;COPA;UN;015;;;7002;V;0,00;BRL;1;F45285747805;D474
50032223;D050;;REGUA 20CM CRISTAL;03/01/2020;ZDLA;COPA;UN;015;;;7002;V;0,00;BRL;1;F45285747805;D474
50032225;D050;;SACO CRISTAL 30X40CM PCT 180UN;03/01/2020;ZDLA;MAT ESCR;UN;025;;;7002;V;0,00;BRL;1;F45285747805;D474
50032226;D050;;SACO 15X30CM PCT 500UN;03/01/2020;ZDLA;MAT ESCR;UN;025;;;7002;V;0,00;BRL;1;F45285747805;D474
50032227;D050;;ETIQUETA COLACRIL CC089 16,93X44,45 10FL;03/01/2020;ZDLA;MAT ESCR;UN;025;;;7002;V;0,00;BRL;1;F45285747805;D474
50032228;D050;;ETIQUETA CC087 10FLS COLACRIL;03/01/2020;ZDLA;MAT ESCR;UN;025;;;7002;V;0,00;BRL;1;F45285747805;D474
50032229;D050;;ETIQUETA CC083 10FLS COLACRIL;03/01/2020;ZDLA;MAT ESCR;UN;025;;;7002;V;0,00;BRL;1;F45285747805;D474
50032230;D050;;LAMINA PARA ESTILETE ESTREITO 10UN;03/01/2020;ZDLA;MAT ESCR;UN;025;;;7002;V;0,00;BRL;1;F45285747805;D474
50032231;D050;;DIVISORIA PARA FICHARIO 10;03/01/2020;ZDLA;MAT ESCR;UN;025;;;7002;V;0,00;BRL;1;F45285747805;D474
50032232;D050;;PORTA DOCUMENTOS A4 FUROUNIVERSAL 10UN;03/01/2020;ZDLA;MAT ESCR;UN;025;;;7002;V;0,00;BRL;1;F45285747805;D474
50032233;D050;;ENVELOPE KRAFT NATURAL SACO 310X410 10UN;17/04/2020;ZDLA;MAT ESCR;UN;025;;;7002;V;0,00;BRL;1;F45285747805;D474
50032234;D050;;ENVELOPE BRANCO OFICIO JAN. 114X229 10UN;03/01/2020;ZDLA;MAT ESCR;UN;025;;;7002;V;0,00;BRL;1;F45285747805;D474
50032235;D050;;ENVELOPE BRANCO OFICIO 240X340 10UN;30/03/2020;ZDLA;MAT ESCR;UN;025;;;7002;V;0,00;BRL;1;F45285747805;D474
50032236;D050;;ENVELOPE KRAFT SACO 265X360 10UN;17/04/2020;ZDLA;MAT ESCR;UN;025;;;7002;V;0,00;BRL;1;F45285747805;D474
50032237;D050;;ENVELOPE BRANCO LISO 114X229 C/RPC 10UN;03/01/2020;ZDLA;MAT ESCR;UN;025;;;7002;V;0,00;BRL;1;F45285747805;D474
50032238;D050;;ENVELOPE BRANCO LISO 114X229 S/RPC 10UN;03/01/2020;ZDLA;MAT ESCR;UN;025;;;7002;V;0,00;BRL;1;F45285747805;D474
50032239;D050;;ENVELOPE KRAFT SACO 162X229 10UN;20/04/2020;ZDLA;MAT ESCR;UN;025;;;7002;V;0,00;BRL;1;F45285747805;D474
50032240;D050;;ENVELOPE KRAFT NATURAL SACO 240X340 10UN;03/01/2020;ZDLA;MAT ESCR;UN;025;;;7002;V;0,00;BRL;1;F45285747805;D474
50032241;D050;;ENVELOPE KRAFT SACO 370X470 10UN;03/01/2020;ZDLA;MAT ESCR;UN;025;;;7002;V;0,00;BRL;1;F45285747805;D474
50032242;D050;;ENVELOPE KRAFT SACO 200X280 10UN;03/01/2020;ZDLA;MAT ESCR;UN;025;;;7002;V;0,00;BRL;1;F45285747805;D474
50032243;D050;;ENVELOPE BRANCO 229X324 ( A4 ) 10UN;15/05/2020;ZDLA;MAT ESCR;UN;025;;;7002;V;0,00;BRL;1;F45285747805;D474
50032244;D050;;CHA CAMOMILA C/15 SACHES LEAO;23/04/2020;ZDLA;COPA;UN;015;;;7003;V;0,00;BRL;1;F45285747805;D474
50032245;D050;;CHA CIDREIRA C/15 SACHES LEAO;03/01/2020;ZDLA;COPA;UN;015;;;7003;V;0,00;BRL;1;F45285747805;D474
50032246;D050;;CHA ERVA DOCE C/15 SACHES LEAO;23/04/2020;ZDLA;COPA;UN;015;;;7003;V;0,00;BRL;1;F45285747805;D474
50032247;D050;;CHA MACA C/CANELA C/15 SACHES LEAO;19/02/2020;ZDLA;COPA;UN;015;;;7002;V;0,00;BRL;1;F45285747805;D474
50032248;D050;;CHA CAMOMILA CX 10UN MADRUGADA;19/02/2020;ZDLA;COPA;UN;015;;;7002;V;0,00;BRL;1;F45285747805;D474
50032249;D050;;CHA HORTELA CX 10UN MADRUGADA;08/01/2020;ZDLA;COPA;UN;015;;;7003;V;0,00;BRL;1;F45285747805;D474
50032250;D050;;CHA FRUTAS VERMELHAS CX 10UN MADRUGADA;19/02/2020;ZDLA;COPA;UN;015;;;7002;V;0,00;BRL;1;F45285747805;D474
50032251;D050;;BOBINA TERMICA 01VIA 80X40 20UN;22/04/2020;ZDLA;MAT ESCR;UN;025;;;7002;V;0,00;BRL;1;F45285747805;D474
50032252;D050;;BOBINA TERMICA 57X22 20UN;15/05/2020;ZDLA;MAT ESCR;UN;025;;;7002;V;0,00;BRL;1;F45285747805;D474
50032253;D050;;BOBINA TERMICA RELOGIO PONTO 57X360 4UN;03/01/2020;ZDLA;MAT ESCR;UN;025;;;7002;V;0,00;BRL;1;F45285747805;D474
50032254;D050;;BOBINA P/PDV 02 VIAS 76X20 M 10UN;03/01/2020;ZDLA;MAT ESCR;UN;025;;;7002;V;0,00;BRL;1;F45285747805;D474
50032255;D050;;CAIXA ARQUIVO MORTO KRAFT 13X24X34 10UN;17/04/2020;ZDLA;MAT ESCR;UN;025;;;7002;V;0,00;BRL;1;F45285747805;D474
50032256;D050;;ESPONJA DUPLA FACE PCT 10UN BETTANIN;17/04/2020;ZDLA;MAT ESCR;UN;025;;;7000;V;0,00;BRL;1;F45285747805;D474
50032257;D050;;PASTA EM L A4 CRISTAL 10UN;18/05/2020;ZDLA;MAT ESCR;UN;025;;;7002;V;0,00;BRL;1;F45285747805;D474
50032258;D050;;PASTA EM L OFICIO 10UN;12/05/2020;ZDLA;MAT ESCR;UN;025;;;7002;V;0,00;BRL;1;F45285747805;D474
50032259;D050;;CAIXA ARQUIVO MORTO AZ 350X130X250 10UN;20/04/2020;ZDLA;MAT ESCR;UN;025;;;7002;V;0,00;BRL;1;F45285747805;D474
50032260;D050;;PASTA ABA ELASTICO 55MM 10UN;03/01/2020;ZDLA;MAT ESCR;UN;025;;;7002;V;0,00;BRL;1;F45285747805;D474
50032261;D050;;CHA MATE NATURAL C/25 SACHES LEAO;02/04/2020;ZDLA;COPA;UN;015;;;7003;V;0,00;BRL;1;F45285747805;D474
50032262;D050;;ARQUIVO MORTO PAPEL 390X180X290 10UN;12/05/2020;ZDLA;MAT ESCR;UN;025;;;7002;V;0,00;BRL;1;F45285747805;D474
50032263;D050;;ETIQUETA COLACRIL CC 185 100FLS;03/01/2020;ZDLA;MAT ESCR;UN;025;;;7002;V;0,00;BRL;1;F45285747805;D474
50032264;D050;;ETIQUETA CC183 100FLS COLACRIL;03/01/2020;ZDLA;MAT ESCR;UN;025;;;7002;V;0,00;BRL;1;F45285747805;D474
50032265;D050;;ETIQ LASER 6187 12,7X44,45 100FLS PIMACO;03/01/2020;ZDLA;MAT ESCR;UN;025;;;7002;V;0,00;BRL;1;F45285747805;D474
50032266;D050;;ETIQ LASER 6180 25,4X66,7 100FLS PIMACO;28/04/2020;ZDLA;MAT ESCR;UN;025;;;7002;V;0,00;BRL;1;F45285747805;D474
50032267;D050;;ETIQUETA CC184 ( 6184 ) 100FLS;03/01/2020;ZDLA;MAT ESCR;UN;025;;;7002;V;0,00;BRL;1;F45285747805;D474
50032268;D050;;ETIQUETA 100FLS COLACRIL;03/01/2020;ZDLA;MAT ESCR;UN;025;;;7002;V;0,00;BRL;1;F45285747805;D474
50032270;D050;;ADOCANTE LIQUIDO SUCRALOSE 100ML ZEROCAL;17/04/2020;ZDLA;COPA;UN;015;;;7002;V;0,00;BRL;1;F45285747805;D474
50032271;D050;;COPO PS 110ML BRANCO PCT 100UN;23/04/2020;ZDLA;COPA;UN;025;;;7003;V;0,00;BRL;1;F45285747805;D474
50032272;D050;;PERCEVEJOS LATONADOS 9MM 100UN;17/04/2020;ZDLA;MAT ESCR;UN;025;;;7002;V;0,00;BRL;1;F45285747805;D474
50032273;D050;;ESPIRAL ENCAD. PRETO 0,09MM 50FLS;03/01/2020;ZDLA;MAT ESCR;UN;025;;;7002;V;0,00;BRL;1;F45285747805;D474
50032274;D050;;COPO PS 50ML BRANCO PCT 100UN;03/01/2020;ZDLA;COPA;UN;025;;;7003;V;0,00;BRL;1;F45285747805;D474
50032275;D050;;COPO PS 80ML BRANCO PCT 100UN;12/05/2020;ZDLA;COPA;UN;025;;;7002;V;0,00;BRL;1;F45285747805;D474
50032276;D050;;COPO PS 180ML BRANCO PCT 100UN;17/04/2020;ZDLA;COPA;UN;025;;;7003;V;0,00;BRL;1;F45285747805;D474
50032277;D050;;COPO PS 200ML BRANCO PCT 100UN;14/05/2020;ZDLA;COPA;UN;025;;;7003;V;0,00;BRL;1;F45285747805;D474
50032278;D050;;COPO PS 150ML BRANCO PCT 100UN;12/05/2020;ZDLA;COPA;UN;025;;;7003;V;0,00;BRL;1;F45285747805;D474
50032279;D050;;LACRE MALOTE EM PP 17,5 CM AMARELO 100UN;03/01/2020;ZDLA;MAT ESCR;UN;025;;;7002;V;0,00;BRL;1;F45285747805;D474
50032280;D050;;LACRE P/MALOTE PP 17,5 CM AZUL 100;03/01/2020;ZDLA;MAT ESCR;UN;025;;;7002;V;0,00;BRL;1;F45285747805;D474
50032281;D050;;SACO PLASTICO OFICIO 0,15M 4 FUROS 100UN;16/08/2019;ZDLA;MAT ESCR;UN;025;;;7002;V;0,00;BRL;1;F45285747805;D474
50032282;D050;;SACO PLASTICO OFICIO 0,06M 4 FUROS 100UN;05/03/2020;ZDLA;MAT ESCR;UN;025;;;7002;V;0,00;BRL;1;F45285747805;D474
50032283;D050;;SACO PLASTICO OFICIO 0,2M 4 FUROS 100UN;08/05/2020;ZDLA;MAT ESCR;UN;025;;;7002;V;0,00;BRL;1;F45285747805;D474
50032284;D050;;SACO PLASTICO A4 0,12M 4 FUROS 100UN;15/10/2019;ZDLA;MAT ESCR;UN;025;;;7000;V;0,00;BRL;1;F45285747805;D474
50032285;D050;;CLIPS N.1 NIQUELADO CX/100;12/05/2020;ZDLA;MAT ESCR;UN;025;;;7002;V;0,00;BRL;1;F45285747805;D474
50032286;D050;;PAPEL CARBONO AZUL 100UN;15/05/2020;ZDLA;MAT ESCR;UN;025;;;7002;V;0,00;BRL;1;F45285747805;D474
50032287;D050;;CANUDO DOBRAVEL 100UN;03/01/2020;ZDLA;COPA;UN;025;;;7002;V;0,00;BRL;1;F45285747805;D474
50032288;D050;;SACO PLASTICO OFICIO 0,15M 2 FUROS 100UN;03/01/2020;ZDLA;MAT ESCR;UN;025;;;7002;V;0,00;BRL;1;F45285747805;D474
50032289;D050;;PORTA CRACHA 54X86MM CRISTAL 100UN;03/01/2020;ZDLA;MAT ESCR;UN;025;;;7002;V;0,00;BRL;1;F45285747805;D474
50032290;D050;;CLIPS N. 2/0 GALVANIZADO 100UN;21/05/2020;ZDLA;MAT ESCR;UN;025;;;7002;V;0,00;BRL;1;F45285747805;D474
50032291;D050;;COPO PP 300ML BRANCO PCT 100UN;23/04/2020;ZDLA;COPA;UN;025;;;7003;V;0,00;BRL;1;F45285747805;D474
50032292;D050;;COPO PP 200ML BRANCO PCT 100UN;22/04/2020;ZDLA;COPA;UN;025;;;7003;V;0,00;BRL;1;F45285747805;D474
50032293;D050;;SACO PLASTICO PARA MOEDA TRANSP 100UN;17/04/2020;ZDLA;MAT ESCR;UN;025;;;7002;V;0,00;BRL;1;F45285747805;D474
50032294;D050;;COLHER DESCARTAVEL REFEICAO CX 1000UN;03/01/2020;ZDLA;COPA;UN;025;;;7003;V;0,00;BRL;1;F45285747805;D474
50032295;D050;;COLHER DESCARTAVEL SOBREMESA CX 1000UN;19/02/2020;ZDLA;COPA;UN;025;;;7002;V;0,00;BRL;1;F45285747805;D474
50032296;D050;;LACRE PLASTICO ESCADA AMARELO 1000UN;22/04/2020;ZDLA;MAT ESCR;UN;025;;;7002;V;0,00;BRL;1;F45285747805;D474
50032297;D050;;LACRE PLASTICO ESCADA VERDE COM 1000UN;03/01/2020;ZDLA;MAT ESCR;UN;025;;;7002;V;0,00;BRL;1;F45285747805;D474
50032298;D050;;ATILHO DE BORRACHA N.18 100G;17/04/2020;ZDLA;MAT ESCR;UN;025;;;7002;V;0,00;BRL;1;F45285747805;D474
