Estoque;Centro;Área MRP;Material;Descrição;Saldo;Saldo Disp.;Estoque p/Armazenar;UM;Preço Unit.;Valor Estoque;Est.Seg.(qtd);Pto Reab.;Tipo Material;Tipo MRP;Planejador MRP;Cobertura Estoque s/ entradas;Cobertura Estoque c/ entradas;Fornecedor;Descr. Forn.;Lead Time Total;Prazo Entrega Prevista (Dias);Tempo de Processamento EM;Código ABC;Tamanho do lote MRP;Tamanho mínimo lote;Tamanho máximo lote;Tamanho fixo do lote;Lote Multiplo;Estoque máximo;Perfil de Cobertura;Descrição do Perfil;Estoque Seg(MARC);Calendário de Planejamento;Descrição do Calendário;Centro Abastecedor;Grau atend. (%);Qtd em Pedido de Compras;Nec.JAN/2020;Nec.FEV/2020;Nec.MAR/2020;Nec.ABR/2020;Nec.MAI/2020;Nec.JUN/2020;Mat.Verif.;Requisição;Item Requisição;Ord.Planej.;Data Remessa;Dt.Reprog.;Qtd RC / Ord.Plan;Qtd.Confirmada;Data Confirmada;Valor da Requisição;Ordens Planejadas;Contrato;Item do Contrato;Preço em Contrato;Faturamento Minimo Fornecedor;Centro com Excesso de Estoque;Cons.FEV/2019;Cons.MAR/2019;Cons.ABR/2019;Cons.MAI/2019;Cons.JUN/2019;Cons.JUL/2019;Cons.AGO/2019;Cons.SET/2019;Cons.OUT/2019;Cons.NOV/2019;Cons.DEZ/2019;Cons.JAN/2020;Pedido 1;Próxima Entrega;Dt. Conf. 1;Quantidade;Pedido 2;2a Entrega;Dt. Conf. 2;Quantidade;Pedido 3;3a Entrega;Dt. Conf. 3;Quantidade;Temp.Armaz.;Perfil MRP;Descrição Perfil MRP;Dias sem Saídas;Dias sem Entradas;Excesso Estoque;Quantidade em Excesso;Dias de Excesso de Estoque;Excesso de Estoque (pedido);Quantidade em Excesso (pedido);Dias em Execesso (pedido);Faturamento minimo;Quantidade em Separação;Stat.Mat.;Des.Status;Num.Mat.Fab.;Materiais Substituídos
;DA04;;30000790;KIT NIPT CX C/2 TB C/ETIQ PROD INT;6,000;6,000;0,000;KIT;0,00;0,06;0,000;0,000;ZHAL;ZM;014;999,9;999,9;;;2;1;1;C;Z1;1,000;0,000;0,000;1,000;0,000;;;0,000;TES;FORN. TER - SEMANAL;;97,0;0,000;0,000;0,000;0,000;0,000;0,000;0,000;@3J@;;0;;;;0,000;0,000;;0,00;0,000;;0;0,00;0,00;;0,000;3,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;2,000;0,000;0,000;;;;0,000;;;;0,000;;;;0,000;008;;;17;67;@0A@;6,000;998;@08@;0,000;0,0;;0,000;00;LIBERADO;;
;DA04;;10014208;RGT ANTI HAV IGM ELEC E2G 300T ROCHE;4,000;3,000;0,000;UN;429,51;1.718,04;4,104;0,000;ZROH;PD;022;20,0;22,0;0020009742;ROCHE DIAGNOSTICA BRASIL LTDA;11;7;4;C;Z1;1,000;0,000;0,000;1,000;0,000;018;Cobertura 18 dias;0,000;QAS;FORN. QUA - SEMANAL;;99,0;2,000;1,000;7,000;10,000;9,000;8,000;10,000;@3J@;;0;;;;0,000;0,000;;0,00;41,000;;0;0,00;2.000,00;;11,000;10,000;10,000;0,000;8,000;11,000;15,000;12,000;4,000;9,000;6,000;1,000;4500311570;11/12/2019;;1,000;4500316326;08/01/2020;;1,000;;;;0,000;002;;;6;33;@08@;0,000;0;@08@;0,000;0,0;@08@;1,000;00;LIBERADO;7026773190;
;D969;;10014208;RGT ANTI HAV IGM ELEC E2G 300T ROCHE;7,839;7,839;0,000;UN;429,51;3.366,93;1,168;0,000;ZROH;VV;005;19,3;30,0;;;0;0;0;C;Z1;1,000;0,000;0,000;1,000;0,000;004;Cobertura 4 dias;0,000;DIA;DIARIO;DA04;99,0;1,000;5,511;7,348;10,187;8,684;8,684;10,855;@3J@;;0;;;;0,000;0,000;;0,00;46,000;;0;0,00;0,00;;11,000;10,000;2,455;2,516;2,985;4,572;9,034;7,308;19,320;8,801;4,405;1,100;5300129056;13/01/2020;;1,000;;;;0,000;;;;0,000;;;;1;6;@0A@;4,380;15;@0A@;7,000;24,0;;0,000;00;LIBERADO;7026773190;
;DA04;;10001124;CLB CHAGAS ARCH 4ML ABBOTT;4,000;4,000;0,000;KIT;567,00;2.268,00;1,140;0,000;ZROH;PD;001;25,0;53,0;;;15;11;4;C;Z1;1,000;0,000;0,000;1,000;0,000;015;Cobertura 15 dias;0,000;SEX;FORN. SEX - SEMANAL;;99,0;0,000;2,000;2,000;2,000;1,000;1,000;1,000;@3J@;;0;;;;0,000;0,000;;0,00;5,000;;0;0,00;0,00;;1,000;3,000;0,000;0,000;1,000;1,000;2,000;0,000;0,000;3,000;0,000;1,000;;;;0,000;;;;0,000;;;;0,000;002;;;1;7;@08@;0,000;0;@08@;0,000;0,0;;0,000;00;LIBERADO;02P2501;
;D969;;10001124;CLB CHAGAS ARCH 4ML ABBOTT;0,000;0,000;0,000;KIT;567,00;0,00;0,200;0,000;ZROH;VV;006;0,0;0,0;;;0;0;0;C;Z1;1,000;0,000;0,000;1,000;0,000;004;Cobertura 4 dias;0,000;DIA;DIARIO;DA04;99,0;0,000;0,000;0,000;0,000;0,000;0,000;0,000;@3J@;;0;;;;0,000;0,000;;0,00;1,000;;0;0,00;0,00;;0,000;0,000;0,000;2,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;1,000;;;;0,000;;;;0,000;;;;0,000;;;;81;81;@08@;0,000;0;@08@;0,000;0,0;;0,000;00;LIBERADO;02P2501;
;DA04;;10004621;ALG F202 CASTANHA CAJU IMMU 10T PHADIA;26,000;26,000;0,000;KIT;55,10;1.432,60;1,998;0,000;ZROH;PD;001;999,9;999,9;;;14;10;4;C;Z1;1,000;0,000;0,000;1,000;0,000;018;Cobertura 18 dias;0,000;QUS;FORN. QUI - SEMANAL;;97,0;0,000;0,000;2,000;5,000;3,000;3,000;4,000;@3J@;;0;;;;0,000;0,000;;0,00;0,000;;0;0,00;0,00;;0,000;4,000;2,000;5,000;0,000;5,000;6,000;2,000;6,000;3,000;5,000;3,000;;;;0,000;;;;0,000;;;;0,000;002;;;12;61;@0A@;26,000;968;@08@;0,000;0,0;;0,000;00;LIBERADO;14-4835-01;
;D969;;10004621;ALG F202 CASTANHA CAJU IMMU 10T PHADIA;6,100;6,100;0,000;KIT;55,10;336,11;0,604;0,000;ZROH;VV;005;29,1;40,0;;;0;0;0;C;Z1;1,000;0,000;0,000;1,000;0,000;004;Cobertura 4 dias;0,000;DIA;DIARIO;DA04;97,0;0,000;2,976;3,968;4,960;3,100;3,100;3,875;@3J@;;0;;;;0,000;0,000;;0,00;17,000;;0;0,00;0,00;;0,000;0,000;0,000;0,800;3,300;3,800;2,500;4,600;3,100;4,200;4,000;1,000;;;;0,000;;;;0,000;;;;0,000;;;;1;12;@0A@;3,775;25;@08@;0,000;0,0;;0,000;00;LIBERADO;14-4835-01;
;DA04;;20005909;DETERG DESENGRAXANTE NEUTRO BB 5L;0,000;0,000;0,000;GL;0,01;0,00;0,000;0,000;ZHIB;ZM;018;0,0;999,0;;;14;10;4;C;Z1;1,000;0,000;0,000;1,000;0,000;;;0,000;SES;FORN. SEG - SEMANAL;;97,0;0,000;0,000;0,000;0,000;0,000;0,000;0,000;@3J@;;0;;;;0,000;0,000;;0,00;0,000;;0;0,00;0,00;;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;;;;0,000;;;;0,000;;;;0,000;004;;;0;0;@08@;0,000;0;@08@;0,000;0,0;;0,000;00;LIBERADO;;
;DA04;;10007245;RGT SAPONINA 100G SIGMA;0,000;0,000;0,000;FR;866,00;0,00;0,000;0,000;ZROH;ZM;014;0,0;999,0;;;34;30;4;C;Z1;1,000;0,000;0,000;1,000;0,000;;;0,000;SES;FORN. SEG - SEMANAL;;97,0;0,000;0,000;0,000;0,000;0,000;0,000;0,000;@3J@;;0;;;;0,000;0,000;;0,00;0,000;;0;0,00;0,00;;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;;;;0,000;;;;0,000;;;;0,000;008;;;0;0;@08@;0,000;0;@08@;0,000;0,0;;0,000;00;LIBERADO;S7900-100G;
;D969;;10007245;RGT SAPONINA 100G SIGMA;0,000;0,000;0,000;FR;866,00;0,00;0,000;0,000;ZROH;ZM;006;0,0;999,0;;;0;0;0;C;Z1;1,000;0,000;0,000;1,000;0,000;004;Cobertura 4 dias;0,000;DIA;DIARIO;DA04;97,0;0,000;0,000;0,000;0,000;0,000;0,000;0,000;@3J@;;0;;;;0,000;0,000;;0,00;0,000;;0;0,00;0,00;;0,000;0,000;0,000;1,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;;;;0,000;;;;0,000;;;;0,000;;;;235;267;@08@;0,000;0;@08@;0,000;0,0;;0,000;00;LIBERADO;S7900-100G;
;D969;;10010838;ANTICORP FACS LYSING BD;0,000;0,000;0,000;FR;1.187,56;0,00;0,000;0,000;ZROH;ZM;005;0,0;999,0;;;0;0;0;C;Z1;1,000;0,000;0,000;1,000;0,000;004;Cobertura 4 dias;0,000;DIA;DIARIO;DA04;97,0;0,000;0,000;0,000;0,000;0,000;0,000;0,000;@3J@;;0;;;;0,000;0,000;;0,00;0,000;;0;0,00;0,00;;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;;;;0,000;;;;0,000;;;;0,000;;;;356;381;@08@;0,000;0;@08@;0,000;0,0;;0,000;00;LIBERADO;349202;
;DA04;;10010838;ANTICORP FACS LYSING BD;0,000;0,000;0,000;FR;1.187,56;0,00;0,000;0,000;ZROH;PD;001;0,0;999,0;0020013004;BECTON DICKINSON INDUSTRIAS CIRURGI;19;15;4;C;Z1;1,000;0,000;0,000;1,000;0,000;020;Cobertura 20 dias;0,000;TES;FORN. TER - SEMANAL;;99,0;1,000;0,000;0,000;0,000;0,000;0,000;0,000;@3J@;;0;;;;0,000;0,000;;0,00;0,000;;0;0,00;3.000,00;;0,000;0,000;0,000;0,000;5,000;0,000;0,000;0,000;0,000;0,000;2,000;0,000;4500313062;23/12/2019;;1,000;;;;0,000;;;;0,000;008;;;36;209;@08@;0,000;0;@0A@;1,000;999,0;@08@;0,000;00;LIBERADO;349202;
;DA04;;20002073;ESPONJA FIBRA LIMP;19,000;19,000;0,000;UN;1,76;33,44;0,000;0,000;ZHIB;ZM;018;999,9;999,9;;;27;23;4;C;Z1;100,000;0,000;0,000;100,000;0,000;;;0,000;SEX;FORN. SEX - SEMANAL;;97,0;0,000;0,000;0,000;0,000;0,000;0,000;0,000;@3J@;;0;;;;0,000;0,000;;0,00;0,000;;0;0,00;0,00;;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;;;;0,000;;;;0,000;;;;0,000;004;;;64;402;@0A@;19,000;973;@08@;0,000;0,0;;0,000;00;LIBERADO;;
;DA04;;10011483;AGAR CASOY TRYPTIC SOY AGAR 500G MERCK;0,000;0,000;0,000;FR;0,00;0,00;0,000;0,000;ZROH;ZM;007;0,0;999,0;;;22;18;4;;Z1;1,000;0,000;0,000;1,000;0,000;;;0,000;SES;FORN. SEG - SEMANAL;;97,0;0,000;0,000;0,000;0,000;0,000;0,000;0,000;@3J@;;0;;;;0,000;0,000;;0,00;0,000;;0;0,00;0,00;;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;;;;0,000;;;;0,000;;;;0,000;003;;;0;0;@08@;0,000;0;@08@;0,000;0,0;;0,000;00;LIBERADO;1054580500;
;DA04;;10000248;BRIKMAN AUT SAL GRAD VOL BMX;0,000;0,000;0,000;UN;1.726,78;0,00;0,000;0,000;ZROH;ZM;022;0,0;999,0;;;13;9;4;C;Z1;1,000;0,000;0,000;1,000;0,000;;;0,000;SES;FORN. SEG - SEMANAL;;97,0;0,000;0,000;0,000;0,000;0,000;0,000;0,000;@3J@;;0;;;;0,000;0,000;;0,00;0,000;;0;0,00;0,00;;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;;;;0,000;;;;0,000;;;;0,000;;;;0;0;@08@;0,000;0;@08@;0,000;0,0;;0,000;00;LIBERADO;V1200;
;D969;;10000248;BRIKMAN AUT SAL GRAD VOL BMX;2,000;2,000;0,000;UN;1.731,45;3.462,90;0,000;0,000;ZROH;ZM;006;999,9;999,9;;;0;0;0;C;Z1;1,000;0,000;0,000;1,000;0,000;004;Cobertura 4 dias;0,000;DIA;DIARIO;DA04;97,0;0,000;0,000;0,000;0,000;0,000;0,000;0,000;@3J@;;0;;;;0,000;0,000;;0,00;0,000;;0;0,00;0,00;;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;;;;0,000;;;;0,000;;;;0,000;;;;0;277;@0A@;2,000;996;@08@;0,000;0,0;;0,000;00;LIBERADO;V1200;
;DA04;;10010833;ELEM FILT CARVAO ATIVADO C/FILT 5UM;0,000;0,000;0,000;KIT;0,00;0,00;0,000;0,000;ZROH;ZM;002;0,0;999,0;;;25;21;4;C;Z1;1,000;0,000;0,000;1,000;0,000;;;0,000;QUS;FORN. QUI - SEMANAL;;97,0;0,000;0,000;0,000;0,000;0,000;0,000;0,000;@3J@;;0;;;;0,000;0,000;;0,00;0,000;;0;0,00;0,00;;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;;;;0,000;;;;0,000;;;;0,000;008;;;0;0;@08@;0,000;0;@08@;0,000;0,0;;0,000;00;LIBERADO;LC123;
;D969;;10007237;TB PLAST SECOCHECK DEV VESM 5000T DIESSE;0,000;0,000;0,000;UN;3.675,00;0,00;0,000;0,000;ZROH;VV;005;0,0;999,0;;;0;0;0;A;Z1;1,000;0,000;0,000;1,000;0,000;004;Cobertura 4 dias;0,000;DIA;DIARIO;DA04;97,0;0,000;0,000;0,000;0,000;0,000;0,000;0,000;@3J@;;0;;;;0,000;0,000;;0,00;0,000;;0;0,00;0,00;;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;;;;0,000;;;;0,000;;;;0,000;;;;356;390;@08@;0,000;0;@08@;0,000;0,0;;0,000;00;LIBERADO;DIE011103608EN;
;DA04;;10007237;TB PLAST SECOCHECK DEV VESM 5000T DIESSE;6,000;6,000;0,000;UN;3.675,00;22.050,00;0,000;0,000;ZROH;PD;014;999,9;999,9;;;20;16;4;A;Z1;1,000;0,000;0,000;1,000;0,000;015;Cobertura 15 dias;0,000;TES;FORN. TER - SEMANAL;;97,0;0,000;0,000;0,000;0,000;0,000;0,000;0,000;@3J@;;0;;;;0,000;0,000;;0,00;0,000;;0;0,00;0,00;;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;;;;0,000;;;;0,000;;;;0,000;004;;;390;323;@0A@;6,000;965;@08@;0,000;0,0;;0,000;00;LIBERADO;DIE011103608EN;
;DA04;;10010832;CART SOBRESSAL DEIONIZ ANALITICA;0,000;0,000;0,000;UN;880,00;0,00;0,000;0,000;ZROH;ZM;002;0,0;999,0;;;25;21;4;C;Z1;1,000;0,000;0,000;1,000;0,000;;;0,000;QUS;FORN. QUI - SEMANAL;;97,0;0,000;0,000;0,000;0,000;0,000;0,000;0,000;@3J@;;0;;;;0,000;0,000;;0,00;0,000;;0;0,00;0,00;;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;;;;0,000;;;;0,000;;;;0,000;008;;;0;0;@08@;0,000;0;@08@;0,000;0,0;;0,000;00;LIBERADO;LC114;
;D969;;10010797;CLORETO SOD 0.9% BOLSA 500ML;0,000;0,000;0,000;UN;4,34;0,00;0,000;0,000;ZROH;ZM;006;0,0;999,0;;;2;0;2;C;Z1;30,000;0,000;0,000;30,000;0,000;004;Cobertura 4 dias;0,000;DIA;DIARIO;DA04;97,0;0,000;0,000;0,000;0,000;0,000;0,000;0,000;@3J@;;0;;;;0,000;0,000;;0,00;0,000;;0;0,00;0,00;;0,000;0,000;0,000;48,000;0,000;0,000;0,000;0,000;0,000;4,000;0,000;0,000;;;;0,000;;;;0,000;;;;0,000;;;;235;267;@08@;0,000;0;@08@;0,000;0,0;;0,000;00;LIBERADO;018306;
;DA04;;10010797;CLORETO SOD 0.9% BOLSA 500ML;25,000;25,000;0,000;UN;3,50;87,47;0,450;0,000;ZROH;PD;007;999,9;999,9;;;14;10;4;C;Z1;30,000;0,000;0,000;30,000;0,000;018;Cobertura 18 dias;0,000;SES;FORN. SEG - SEMANAL;;99,0;0,000;2,000;0,000;0,000;0,000;1,000;1,000;@3J@;;0;;;;0,000;0,000;;0,00;0,000;;0;0,00;0,00;;187,000;71,000;1,000;0,000;0,000;0,000;0,000;0,000;0,000;4,000;361,000;0,000;;;;0,000;;;;0,000;;;;0,000;008;;;21;21;@0A@;24,200;968;@08@;0,000;0,0;;0,000;00;LIBERADO;018306;
;DA04;;20002924;VISEIRA FACIAL 8PLG CA15019;29,000;29,000;0,000;UN;31,44;911,90;2,400;0,000;ZHIB;PD;007;999,9;999,9;;;14;10;4;C;Z1;1,000;0,000;0,000;1,000;0,000;012;Cobertura 12 dias;0,000;SES;FORN. SEG - SEMANAL;;97,0;0,000;0,000;10,000;8,000;0,000;0,000;0,000;@3J@;;0;;;;0,000;0,000;;0,00;0,000;;0;0,00;0,00;;0,000;1,000;58,000;0,000;0,000;1,000;0,000;0,000;9,000;1,000;0,000;0,000;;;;0,000;;;;0,000;;;;0,000;004;;;49;183;@0A@;29,000;974;@08@;0,000;0,0;;0,000;00;LIBERADO;CA15019;
;DA04;;10000812;GAZE NAO ESTL 13 FIOS C/500 7.5X7.5CM;122,000;122,000;0,000;CX;11,66;1.421,91;5,238;0,000;ZROH;PD;007;999,9;999,9;;;27;23;4;C;Z1;30,000;0,000;0,000;30,000;0,000;018;Cobertura 18 dias;0,000;SEX;FORN. SEX - SEMANAL;;99,0;0,000;13,000;4,000;6,000;8,000;5,000;6,000;@3J@;;0;;;;0,000;0,000;;0,00;0,000;;0;0,00;0,00;;16,000;6,000;10,000;63,000;2,000;9,000;0,000;2,000;2,000;3,000;10,000;0,000;;;;0,000;;;;0,000;;;;0,000;004;;;22;67;@0A@;122,000;955;@08@;0,000;0,0;;0,000;00;LIBERADO;150031;
